2023-06-04 12:20:27.567 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2023-06-04 12:20:33.710 [cluster-ClusterId{value='647ce3fff94973677aba88cd', description='null'}-kaje-shard-00-00.5sjul.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=kaje-shard-00-00.5sjul.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=17, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=1430395300, setName='atlas-gebfb0-shard-0', canonicalAddress=kaje-shard-00-00.5sjul.mongodb.net:27017, hosts=[kaje-shard-00-02.5sjul.mongodb.net:27017, kaje-shard-00-01.5sjul.mongodb.net:27017, kaje-shard-00-00.5sjul.mongodb.net:27017], passives=[], arbiters=[], primary='kaje-shard-00-02.5sjul.mongodb.net:27017', tagSet=TagSet{[Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='US_EAST_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=7, topologyVersion=TopologyVersion{processId=647c6ed3c2405c5c207f1b58, counter=4}, lastWriteDate=Sun Jun 04 12:20:34 GMT-07:00 2023, lastUpdateTimeNanos=56416601005200}
2023-06-04 12:20:33.710 [cluster-ClusterId{value='647ce3fff94973677aba88cd', description='null'}-kaje-shard-00-01.5sjul.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=kaje-shard-00-01.5sjul.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=17, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=1430468600, setName='atlas-gebfb0-shard-0', canonicalAddress=kaje-shard-00-01.5sjul.mongodb.net:27017, hosts=[kaje-shard-00-02.5sjul.mongodb.net:27017, kaje-shard-00-01.5sjul.mongodb.net:27017, kaje-shard-00-00.5sjul.mongodb.net:27017], passives=[], arbiters=[], primary='kaje-shard-00-02.5sjul.mongodb.net:27017', tagSet=TagSet{[Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='US_EAST_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=7, topologyVersion=TopologyVersion{processId=647c70cc7c6769bdb635b7a8, counter=3}, lastWriteDate=Sun Jun 04 12:20:34 GMT-07:00 2023, lastUpdateTimeNanos=56416601005100}
2023-06-04 12:20:33.720 [cluster-ClusterId{value='647ce3fff94973677aba88cd', description='null'}-kaje-shard-00-02.5sjul.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary kaje-shard-00-02.5sjul.mongodb.net:27017 with max election id 7fffffff00000000000000b5 and max set version 7
2023-06-04 12:20:33.926 [cluster-ClusterId{value='647ce401f94973677aba88ce', description='null'}-srv-kaje.5sjul.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server kaje-shard-00-01.5sjul.mongodb.net:27017 to client view of cluster
2023-06-04 12:20:33.936 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"driver": {"name": "mongo-java-driver|reactive-streams|spring-boot", "version": "4.9.1"}, "os": {"type": "Windows", "name": "Windows 10", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Oracle Corporation/17.0.5+9-LTS-191"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=majority, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=MongoCredential{mechanism=null, userName='yissusks', source='admin', password=<hidden>, mechanismProperties=<hidden>}, streamFactoryFactory=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, CollectionCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.client.model.mql.ExpressionCodecProvider@2e71240b, com.mongodb.Jep395RecordCodecProvider@23cd5d42]}, loggerSettings=LoggerSettings{maxDocumentLength=1000}, clusterSettings={hosts=[127.0.0.1:27017], srvHost=kaje.5sjul.mongodb.net, srvServiceName=mongodb, mode=MULTIPLE, requiredClusterType=REPLICA_SET, requiredReplicaSetName='atlas-gebfb0-shard-0', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='30000 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, sendBufferSize=0}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, sendBufferSize=0}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=true, invalidHostNameAllowed=false, context=null}, applicationName='null', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, contextProvider=null}
2023-06-04 12:20:33.941 [cluster-ClusterId{value='647ce401f94973677aba88ce', description='null'}-srv-kaje.5sjul.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server kaje-shard-00-02.5sjul.mongodb.net:27017 to client view of cluster
2023-06-04 12:20:33.950 [cluster-ClusterId{value='647ce401f94973677aba88ce', description='null'}-srv-kaje.5sjul.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server kaje-shard-00-00.5sjul.mongodb.net:27017 to client view of cluster
2023-06-04 12:20:33.980 [main] WARN  org.mongodb.driver.uri - Connection string contains unsupported option 'db_close_on_exit'.
2023-06-04 12:20:34.231 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8089"]
2023-06-04 12:20:34.283 [cluster-ClusterId{value='647ce401f94973677aba88ce', description='null'}-kaje-shard-00-01.5sjul.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=kaje-shard-00-01.5sjul.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=17, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=205231800, setName='atlas-gebfb0-shard-0', canonicalAddress=kaje-shard-00-01.5sjul.mongodb.net:27017, hosts=[kaje-shard-00-02.5sjul.mongodb.net:27017, kaje-shard-00-01.5sjul.mongodb.net:27017, kaje-shard-00-00.5sjul.mongodb.net:27017], passives=[], arbiters=[], primary='kaje-shard-00-02.5sjul.mongodb.net:27017', tagSet=TagSet{[Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='US_EAST_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=7, topologyVersion=TopologyVersion{processId=647c70cc7c6769bdb635b7a8, counter=3}, lastWriteDate=Sun Jun 04 12:20:34 GMT-07:00 2023, lastUpdateTimeNanos=56417178526800}
2023-06-04 12:20:34.307 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8089 (http) with context path ''
2023-06-04 12:20:34.315 [cluster-ClusterId{value='647ce401f94973677aba88ce', description='null'}-kaje-shard-00-02.5sjul.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=kaje-shard-00-02.5sjul.mongodb.net:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=17, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=241393200, setName='atlas-gebfb0-shard-0', canonicalAddress=kaje-shard-00-02.5sjul.mongodb.net:27017, hosts=[kaje-shard-00-02.5sjul.mongodb.net:27017, kaje-shard-00-01.5sjul.mongodb.net:27017, kaje-shard-00-00.5sjul.mongodb.net:27017], passives=[], arbiters=[], primary='kaje-shard-00-02.5sjul.mongodb.net:27017', tagSet=TagSet{[Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='US_EAST_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff00000000000000b5, setVersion=7, topologyVersion=TopologyVersion{processId=647c6fd79d43275365f006f5, counter=6}, lastWriteDate=Sun Jun 04 12:20:34 GMT-07:00 2023, lastUpdateTimeNanos=56417210511400}
2023-06-04 12:20:34.316 [cluster-ClusterId{value='647ce401f94973677aba88ce', description='null'}-kaje-shard-00-00.5sjul.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=kaje-shard-00-00.5sjul.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=17, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=238036800, setName='atlas-gebfb0-shard-0', canonicalAddress=kaje-shard-00-00.5sjul.mongodb.net:27017, hosts=[kaje-shard-00-02.5sjul.mongodb.net:27017, kaje-shard-00-01.5sjul.mongodb.net:27017, kaje-shard-00-00.5sjul.mongodb.net:27017], passives=[], arbiters=[], primary='kaje-shard-00-02.5sjul.mongodb.net:27017', tagSet=TagSet{[Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='US_EAST_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=7, topologyVersion=TopologyVersion{processId=647c6ed3c2405c5c207f1b58, counter=4}, lastWriteDate=Sun Jun 04 12:20:34 GMT-07:00 2023, lastUpdateTimeNanos=56417211195600}
2023-06-04 12:20:34.318 [cluster-ClusterId{value='647ce401f94973677aba88ce', description='null'}-kaje-shard-00-02.5sjul.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary kaje-shard-00-02.5sjul.mongodb.net:27017 with max election id 7fffffff00000000000000b5 and max set version 7
2023-06-04 12:20:34.332 [main] INFO  c.login.ApiLoginSecurityApplication - Started ApiLoginSecurityApplication in 7.387 seconds (process running for 9.809)
2023-06-04 12:21:55.882 [http-nio-8089-exec-2] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-06-04 12:21:55.883 [http-nio-8089-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-06-04 12:21:55.887 [http-nio-8089-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 3 ms
2023-06-04 18:00:59.704 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2023-06-04 18:00:59.890 [main] INFO  c.login.ApiLoginSecurityApplication - Starting ApiLoginSecurityApplication using Java 17.0.5 with PID 5468 (C:\Users\jesus.lizarragav\Desktop\api-login-security\target\classes started by jesus.lizarragav in C:\Users\jesus.lizarragav\Desktop\api-login-security)
2023-06-04 18:00:59.894 [main] INFO  c.login.ApiLoginSecurityApplication - No active profile set, falling back to 1 default profile: "default"
2023-06-04 18:01:01.736 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Reactive MongoDB repositories in DEFAULT mode.
2023-06-04 18:01:02.083 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 335 ms. Found 0 Reactive MongoDB repository interfaces.
2023-06-04 18:01:02.105 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
2023-06-04 18:01:02.186 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 79 ms. Found 1 MongoDB repository interfaces.
2023-06-04 18:01:02.920 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.ws.config.annotation.DelegatingWsConfiguration' of type [org.springframework.ws.config.annotation.DelegatingWsConfiguration$$SpringCGLIB$$0] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-06-04 18:01:02.978 [main] INFO  o.s.w.s.a.s.AnnotationActionEndpointMapping - Supporting [WS-Addressing August 2004, WS-Addressing 1.0]
2023-06-04 18:01:04.120 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8089 (http)
2023-06-04 18:01:04.136 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8089"]
2023-06-04 18:01:04.137 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2023-06-04 18:01:04.138 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.8]
2023-06-04 18:01:04.465 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-06-04 18:01:04.469 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 4419 ms
2023-06-04 18:01:05.466 [main] WARN  org.mongodb.driver.uri - Connection string contains unsupported option 'db_close_on_exit'.
2023-06-04 18:01:05.615 [cluster-ClusterId{value='647d33d16ad5a81ab6d24344', description='null'}-srv-kaje.5sjul.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server kaje-shard-00-01.5sjul.mongodb.net:27017 to client view of cluster
2023-06-04 18:01:05.725 [cluster-ClusterId{value='647d33d16ad5a81ab6d24344', description='null'}-srv-kaje.5sjul.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server kaje-shard-00-02.5sjul.mongodb.net:27017 to client view of cluster
2023-06-04 18:01:05.727 [cluster-ClusterId{value='647d33d16ad5a81ab6d24344', description='null'}-srv-kaje.5sjul.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server kaje-shard-00-00.5sjul.mongodb.net:27017 to client view of cluster
2023-06-04 18:01:05.821 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "4.9.1"}, "os": {"type": "Windows", "name": "Windows 10", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Oracle Corporation/17.0.5+9-LTS-191"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=majority, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=MongoCredential{mechanism=null, userName='yissusks', source='admin', password=<hidden>, mechanismProperties=<hidden>}, streamFactoryFactory=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, CollectionCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.client.model.mql.ExpressionCodecProvider@741ac284, com.mongodb.Jep395RecordCodecProvider@4ef4f627]}, loggerSettings=LoggerSettings{maxDocumentLength=1000}, clusterSettings={hosts=[127.0.0.1:27017], srvHost=kaje.5sjul.mongodb.net, srvServiceName=mongodb, mode=MULTIPLE, requiredClusterType=REPLICA_SET, requiredReplicaSetName='atlas-gebfb0-shard-0', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='30000 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, sendBufferSize=0}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, sendBufferSize=0}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=true, invalidHostNameAllowed=false, context=null}, applicationName='null', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, contextProvider=null}
2023-06-04 18:01:05.847 [main] WARN  org.mongodb.driver.uri - Connection string contains unsupported option 'db_close_on_exit'.
2023-06-04 18:01:07.349 [cluster-ClusterId{value='647d33d16ad5a81ab6d24344', description='null'}-kaje-shard-00-01.5sjul.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=kaje-shard-00-01.5sjul.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=17, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=792656600, setName='atlas-gebfb0-shard-0', canonicalAddress=kaje-shard-00-01.5sjul.mongodb.net:27017, hosts=[kaje-shard-00-02.5sjul.mongodb.net:27017, kaje-shard-00-01.5sjul.mongodb.net:27017, kaje-shard-00-00.5sjul.mongodb.net:27017], passives=[], arbiters=[], primary='kaje-shard-00-02.5sjul.mongodb.net:27017', tagSet=TagSet{[Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='US_EAST_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=7, topologyVersion=TopologyVersion{processId=647c70cc7c6769bdb635b7a8, counter=3}, lastWriteDate=Sun Jun 04 18:01:07 GMT-07:00 2023, lastUpdateTimeNanos=76850241466900}
2023-06-04 18:01:07.349 [cluster-ClusterId{value='647d33d16ad5a81ab6d24344', description='null'}-kaje-shard-00-00.5sjul.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=kaje-shard-00-00.5sjul.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=17, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=794210200, setName='atlas-gebfb0-shard-0', canonicalAddress=kaje-shard-00-00.5sjul.mongodb.net:27017, hosts=[kaje-shard-00-02.5sjul.mongodb.net:27017, kaje-shard-00-01.5sjul.mongodb.net:27017, kaje-shard-00-00.5sjul.mongodb.net:27017], passives=[], arbiters=[], primary='kaje-shard-00-02.5sjul.mongodb.net:27017', tagSet=TagSet{[Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='US_EAST_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=7, topologyVersion=TopologyVersion{processId=647c6ed3c2405c5c207f1b58, counter=4}, lastWriteDate=Sun Jun 04 18:01:07 GMT-07:00 2023, lastUpdateTimeNanos=76850240936900}
